name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Nahki_Wells_86,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,321,0,0,0,0,18096,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,2,0,0,0,0,0,0,33,0,51279,0,0,0,3,1,0,0,-81,15,96,45,FALSE,0,0,Baldock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,Sam,Baldock,64
Chris_Wood_87,1,24,1,0,2,38,0,0,20,23.5,1,0,87,0,0,321,1,1,1,12,18097,48.4,2,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,4,0,2,0,0,0,0,5,0,33,0,61324,1,0,2,3,1,48,11,1864,4345,2481,62,FALSE,0,0,Locadia,2,0,47,1022,14,171.7,147.8,339,6,140,65.5,3,0,1,0.3,53,Jürgen,Locadia,65
Thibaut_Courtois_111,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,322,0,0,0,0,18098,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,29622,0,0,0,0,2,0,0,-29,7,36,55,TRUE,0,0,Andone,3,0,34,631,10,29.5,132.6,325,2,87,48.1,1,0,2,0.2,50,Florin,Andone,66
Willy_Caballero_112,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,322,0,0,0,0,18099,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,8855,0,0,0,0,2,0,0,-220,42,262,47,TRUE,0,0,Heaton,0,0,43,1260,19,20,299.4,4,3,232,32.3,3,0,1,0.6,48,Tom,Heaton,67
C�sar_Azpilicueta_113,0,51,0,0,0,21,1,3,44,13.5,0,0,113,0,0,322,4,0,0,2.5,18100,5.2,1,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,19,0,0,0,0,5,0,33,0,685369,0,2,1,0,2,6,5,46951,51894,4943,63,TRUE,0,1,Pope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,48,Nick,Pope,68
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,322,0,0,0,0,18101,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,33242,0,0,0,0,2,0,0,-43,77,120,50,TRUE,0,0,Lowton,0,0,24,1298,33,104,240.2,28,0,204,37.3,3,0,5,0.2,46,Matthew,Lowton,69
Marcos_Alonso_115,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,322,0,0,0,0,18102,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,1614628,0,0,0,0,2,0,0,-54077,4513,58590,64,TRUE,0,0,Mee,0,2,72,2970,60,98.8,749.2,206,5,497,105.5,7,0,9,1.7,46,Ben,Mee,70
David_Luiz Moreira Marinho_116,0,18,0,0,0,21,1,6,14,0.3,0,0,116,0,0,322,1,0,0,2.5,18103,16.4,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,19,0,0,0,0,3,0,33,0,937140,0,0,0,0,2,8,6,7055,23189,16134,60,TRUE,0,0,Ward,0,0,7,228,6,17.2,48.4,19,0,44,8.5,1,0,1,0.5,47,Stephen,Ward,71
Victor_Moses_117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,322,0,0,0,0,18104,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,78163,0,0,0,0,2,0,0,-149,4,153,55,TRUE,0,0,Tarkowski,3,2,89,2636,55,57.6,869,373,7,455,130.2,6,0,5,4.4,47,James,Tarkowski,72
Antonio_R�diger_118,0,64,0,0,2,29,1,6,58,1.3,0,0,118,0,0,322,0,0,0,2.3,18105,21.8,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,19,0,0,0,0,8,0,33,0,233192,0,0,0,0,2,0,8,-1396,2895,4291,59,TRUE,0,0,Long,0,1,16,513,9,11.6,147.8,8,0,101,16.8,1,0,0,0.3,41,Kevin,Long,73
Andreas_Christensen_119,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,322,0,0,0,0,18106,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,24417,0,0,0,0,2,0,0,214,347,133,50,TRUE,0,0,Taylor,0,1,71,2790,56,240.3,569.2,29,2,444,84,6,0,2,0.4,44,Charlie,Taylor,74
Davide_Zappacosta_120,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,322,0,0,0,0,18107,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,8376,0,0,0,0,2,0,0,-13,49,62,50,TRUE,0,0,Bardsley,0,0,33,1670,27,139.6,267.8,66,0,224,47.4,4,0,9,0.2,42,Phil,Bardsley,75
Emerson_Palmieri dos Santos_121,0,31,0,0,1,27,1,3,28,3.3,0,0,121,0,0,322,0,0,0,2.7,18108,15,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,19,0,0,0,0,3,0,33,0,12885,2,2,1,0,2,9,7,469,1034,565,52,TRUE,0,0,Gudmundsson,3,6,85,1635,36,546.4,414.2,364,6,314,132.6,5,0,2,1.1,55,Johann Berg,Gudmundsson,76
Eden_Hazard_122,0,47,0,0,3,58,1,0,44,66.4,8,0,122,0,0,322,0,0,2,22.7,18109,91.8,5,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,1,1,19,0,0,0,0,7,0,33,0,2165196,7,0,1,0,2,69,16,178476,198671,20195,111,TRUE,1,0,Defour,0,0,10,449,14,36.6,61.4,0,0,70,9.9,0,0,0,0,53,Steven,Defour,77
Cesc_F�bregas_123,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,322,0,0,0,0,18110,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,21432,0,0,0,0,2,0,0,-40,0,40,62,TRUE,0,0,Hendrick,1,2,58,1712,39,159.4,169.6,241,3,192,57,3,0,4,0.2,52,Jeff,Hendrick,78
Willian_Borges Da Silva_124,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,322,0,0,0,0,18111,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,271559,0,0,0,0,2,0,0,13561,16820,3259,71,TRUE,0,0,Brady,0,1,17,627,14,174.9,91.4,81,0,64,34.8,1,1,3,0,54,Robbie,Brady,79
Pedro_Rodr�guez Ledesma_125,0,7,0,0,0,3,0,0,4,3.1,0,0,125,0,0,322,0,0,0,0.8,18112,0.4,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,5,0,0,19,0,0,0,0,1,0,33,0,269430,0,0,0,0,2,4,1,-27867,2086,29953,64,TRUE,0,0,Westwood,2,8,101,2371,47,576.7,559,217,10,467,135.7,6,0,4,3.2,46,Ashley,Westwood,80
N'Golo_Kant�_126,0,54,0,0,0,11,1,1,46,17.1,0,0,126,0,0,322,3,0,0,3.4,18113,9.6,1,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,19,0,0,0,0,10,0,33,0,1194461,1,1,1,0,2,7,3,-11406,10414,21820,50,TRUE,0,0,Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Jonathan,Walters,81
Ross_Barkley_127,1,17,1,1,0,12,0,0,13,22.5,0,0,127,0,0,322,0,0,0,5,18114,18.2,2,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,20,0,0,19,0,0,0,0,1,0,33,0,94496,1,0,1,0,2,9,4,395,2142,1747,51,TRUE,0,0,Cork,1,2,77,2862,55,276.9,436.4,212,0,392,92.7,7,0,5,0.5,46,Jack,Cork,82
Daniel_Drinkwater_128,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,322,0,0,0,0,18115,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,7002,0,0,0,0,2,0,0,2,27,25,46,TRUE,0,0,Lennon,1,1,41,1214,22,121.2,151.6,108,2,133,38,3,0,1,0.3,49,Aaron,Lennon,83
Tiemou�_Bakayoko_129,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,322,0,0,0,0,18116,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,4295,0,0,0,0,2,0,0,-4,2,6,49,TRUE,0,0,Vokes,3,0,48,907,20,108.6,152,292,7,130,54.3,2,0,0,0.6,53,Sam,Vokes,84
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,322,0,0,0,0,18117,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,2874,0,0,0,0,2,0,0,-14,18,32,44,TRUE,0,0,Barnes,10,3,103,1947,33,281.8,472.6,883,10,332,163.2,6,0,6,2.9,57,Ashley,Barnes,85
Callum_Hudson-Odoi_131,0,32,1,0,0,18,1,1,28,23.8,6,0,131,0,0,322,0,0,0,8.7,18118,18.6,2,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,84,1,0,19,0,0,0,0,3,0,33,0,192479,3,0,0,0,2,45,3,25655,28975,3320,42,TRUE,0,0,Wells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,45,Nahki,Wells,86
Ruben_Loftus-Cheek_132,1,42,0,1,0,24,1,2,35,25.3,5,0,132,0,0,322,0,0,0,8.1,18119,35.6,2,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,69,0,0,19,0,0,0,0,3,0,33,0,36610,2,1,1,0,2,20,6,8853,9772,919,52,TRUE,0,0,Wood,8,2,107,2163,42,247.8,377.6,745,14,301,135.5,6,0,2,1,62,Chris,Wood,87
Olivier_Giroud_133,0,3,0,0,0,3,0,0,2,1.1,0,0,133,0,0,322,0,0,0,2.2,18120,4.2,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,14,0,0,19,0,0,0,0,1,0,33,0,127196,0,0,0,0,2,17,1,6250,7495,1245,77,TRUE,0,0,Etheridge,0,0,128,2880,61,10,924.4,0,16,640,93.3,8,0,2,11,47,Neil,Etheridge,88
�lvaro_Morata_134,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,322,0,0,0,0,18121,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,19,0,0,0,0,0,0,33,0,83811,0,0,0,0,2,0,0,-263,9,272,84,TRUE,0,0,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Alex,Smithies,89
Wayne_Hennessey_135,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,326,0,0,0,0,18122,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,167473,0,0,0,1,0,0,0,-2660,935,3595,45,FALSE,0,0,Morrison,0,4,72,2499,55,206.6,516,446,2,395,117,7,0,5,0.4,47,Sean,Morrison,90
Julian_Speroni_136,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,326,0,0,0,0,18123,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,664964,0,0,0,1,0,0,0,-6050,1610,7660,39,FALSE,0,0,Bamba,4,1,95,2475,52,51.4,787,304,11,459,114.2,7,0,7,2,45,Sol,Bamba,91
Vicente_Guaita_137,0,29,0,0,3,32,1,4,16,0,0,0,137,0,1,326,0,0,0,3.2,18124,32.2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,15,0,0,0,0,9,0,33,5,116285,0,0,0,1,0,0,10,10919,12935,2016,42,FALSE,0,0,Ecuele Manga,0,1,78,2835,59,104.2,570,124,2,474,80.1,8,0,0,0.4,44,Bruno,Ecuele Manga,92
James_Tomkins_138,0,42,0,0,0,26,1,4,36,0.4,0,0,138,0,0,326,1,0,0,1.6,18125,13.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,72,0,0,15,0,0,0,0,3,0,33,0,225580,0,1,0,1,0,2,6,3571,6678,3107,43,FALSE,0,0,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,38,Matthew,Connolly,93
Scott_Dann_139,0,1,0,0,0,5,0,4,0,0,0,0,139,0,0,326,0,0,0,0.6,18126,6,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,17,0,0,15,0,0,0,0,0,0,33,0,1394,0,0,0,1,0,0,1,99,141,42,44,FALSE,0,0,Bennett,0,1,62,2099,42,215.8,359.4,62,4,343,63.7,7,0,3,0.4,44,Joe,Bennett,94
Martin_Kelly_140,0,29,0,0,0,24,1,9,20,0.1,0,0,140,0,0,326,1,0,0,2.4,18127,21.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,15,0,0,0,0,0,0,33,0,293710,0,3,0,1,0,2,5,-1109,2051,3160,39,FALSE,0,1,Peltier,0,0,27,1002,18,25.8,178.8,13,1,145,21.8,3,0,3,4.1,39,Lee,Peltier,95
Jeffrey_Schlupp_141,0,29,0,0,0,16,1,4,21,1.7,0,0,141,0,0,326,2,0,0,1.9,18128,5.6,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,15,0,0,0,0,4,0,33,0,309336,3,1,2,1,0,12,6,433,7945,7512,45,FALSE,0,0,Richards,0,0,1,97,4,1.5,12.2,0,0,11,1.5,0,0,0,0.5,39,Ashley Darel Jazz,Richards,96
Patrick_van Aanholt_142,0,47,0,0,0,23,1,5,40,2.9,0,0,142,0,0,326,0,0,0,1.6,18129,12.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,1,0,15,0,0,0,0,2,0,33,0,359510,0,0,0,1,0,0,6,30977,35175,4198,55,FALSE,0,0,Halford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Greg,Halford,97
Mamadou_Sakho_143,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,326,0,0,0,0,18130,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,82710,0,0,0,1,0,0,0,-2201,46,2247,49,FALSE,0,0,Ralls,0,0,40,1786,39,440.4,245,182,0,201,86.5,4,1,4,0.1,46,Joe,Ralls,98
Jairo_Riedewald_144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,326,0,0,0,0,18131,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,2954,0,0,0,1,0,0,0,1,24,23,43,FALSE,0,0,Hoilett,3,1,68,1780,42,254.2,235.2,336,4,189,81.9,5,0,4,0.1,50,David Junior,Hoilett,99
Aaron_Wan-Bissaka_145,0,33,0,0,1,29,1,9,25,6.3,1,0,145,0,0,326,1,0,0,3.3,18132,24.6,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,1,15,0,0,0,0,6,0,33,0,1628808,2,2,0,1,0,2,7,18142,28895,10753,45,FALSE,0,0,Mendez-Laing,1,0,27,533,11,100.8,125.6,144,1,105,37.2,2,0,0,0,48,Nathaniel,Mendez-Laing,100
Jason_Puncheon_146,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,324,0,0,0,0,18133,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,72706,0,0,0,4,1,0,0,-3054,268,3322,42,TRUE,0,0,Paterson,4,2,80,1993,41,311.9,266.8,541,4,227,111.7,5,0,4,0.4,49,Callum,Paterson,101
James_McArthur_147,0,47,0,0,0,5,1,2,37,1.2,0,0,147,0,0,326,3,0,0,1.4,18134,10.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,1,0,15,0,0,0,0,2,0,33,0,193021,0,0,0,1,0,2,3,-1799,5430,7229,48,FALSE,0,0,Gunnarsson,1,1,56,1799,32,170.3,325.2,184,3,242,67.9,6,0,4,0.7,44,Aron,Gunnarsson,102
Bakary_Sako_148,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,326,0,0,0,0,18135,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,1286,0,0,0,1,0,0,0,46,80,34,49,FALSE,0,0,Pilkington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Anthony,Pilkington,103
Andros_Townsend_149,0,26,0,0,0,9,1,4,21,2.8,0,0,149,0,0,326,0,0,0,1.8,18136,15.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,84,0,0,15,0,0,0,0,7,0,33,0,243731,3,1,0,1,0,0,3,905,9095,8190,58,FALSE,0,0,Damour,0,0,2,21,2,1,0.6,8,0,6,0.9,0,0,0,0.1,43,Loïc,Damour,104
Luka_Milivojevic_150,0,53,0,0,2,30,1,3,45,9.9,0,0,150,0,0,326,2,0,1,7,18137,43.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,15,0,0,0,0,3,0,33,0,605522,1,0,0,1,0,17,10,62517,71300,8783,64,FALSE,1,0,Ward,1,0,19,331,11,56.7,60.2,69,0,58,18.3,0,0,0,0.2,43,Danny,Ward,105
Wilfried_Zaha_151,1,28,0,0,0,13,1,0,22,35,3,0,151,0,0,326,1,0,0,6.2,18138,14.6,2,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,1,2,15,0,0,0,0,1,0,33,0,835707,7,0,0,1,0,12,5,37131,45751,8620,69,FALSE,0,0,Murphy,3,1,66,1544,27,199,243.4,484,3,158,91.9,6,0,1,0.2,48,Josh,Murphy,106
Christian_Benteke_152,0,12,0,0,0,-2,0,0,7,2.8,0,0,152,0,0,326,2,0,0,0.6,18139,1.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,25,0,0,15,0,0,0,0,2,0,33,0,27701,0,0,0,1,0,2,0,60,237,177,63,FALSE,0,1,Zohore,1,1,26,533,16,109.9,85.2,239,2,69,43.4,1,0,1,0.6,46,Kenneth,Zohore,107
Alexander_S�rloth_153,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,326,0,0,0,0,18140,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,15,0,0,0,0,0,0,33,0,8704,0,0,0,1,0,0,0,-44,9,53,48,FALSE,0,0,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Omar,Bogle,108
Jordan_Pickford_154,0,30,0,0,1,23,1,1,14,0,0,0,154,0,1,323,0,0,0,1.6,18141,15.8,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,0,0,1,0,0,0,0,7,0,33,2,815452,0,0,0,0,1,0,7,14725,20563,5838,49,TRUE,0,0,Madine,0,0,5,32,3,1.5,2,8,0,13,1,0,0,0,0.9,44,Gary,Madine,109
Maarten_Stekelenburg_155,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,323,0,0,0,0,18142,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,219947,0,0,0,0,1,0,0,-1090,973,2063,39,TRUE,0,0,Reid,4,3,68,1221,26,176.8,246.4,305,7,226,72.4,3,0,0,1,52,Bobby,Reid,110
Leighton_Baines_156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,323,0,0,0,0,18143,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,33729,0,0,0,0,1,0,0,-31,38,69,50,TRUE,0,0,Courtois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,55,Thibaut,Courtois,111
Seamus_Coleman_157,0,33,0,0,0,21,1,2,26,6.1,0,0,157,0,0,323,0,0,0,1.7,18144,8.8,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,1,1,1,0,0,0,0,3,0,33,0,84251,1,0,0,0,1,2,6,6810,8014,1204,52,TRUE,0,0,Caballero,0,0,6,90,0,0,3.6,0,0,19,0.4,1,0,0,0.1,47,Willy,Caballero,112
Phil_Jagielka_158,0,35,0,0,3,37,1,2,27,10.5,0,0,158,0,0,323,0,0,1,8.5,18145,39.8,1,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,0,0,1,0,0,0,0,2,0,33,0,26159,0,0,0,0,1,35,15,13,70,57,43,TRUE,1,0,Azpilicueta,1,5,140,2952,34,485.7,687.6,228,11,721,140.7,14,0,3,10.5,64,César,Azpilicueta,113
Ashley_Williams_159,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,323,0,0,0,0,18146,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2924,0,0,0,0,1,0,0,-4,0,4,45,TRUE,0,0,Cahill,0,0,1,21,0,0,2.8,0,0,3,0.3,0,0,0,0.5,50,Gary,Cahill,114
Mason_Holgate_160,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,323,0,0,0,0,18147,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,5923,0,0,0,0,1,0,0,-23,1,24,43,TRUE,0,0,Alonso,1,8,139,2489,27,487.4,533,436,19,617,145.9,12,0,6,25.3,64,Marcos,Alonso,115
Jonjoe_Kenny_161,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,323,0,0,0,0,18148,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,10467,0,0,0,0,1,0,0,-102,82,184,42,TRUE,0,0,Luiz Moreira Marinho,2,2,139,2790,31,313.7,722.2,301,16,684,133.6,14,0,3,14.4,60,David,Luiz Moreira Marinho,116
Michael_Keane_162,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,323,0,0,0,0,18149,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,265470,0,0,0,0,1,0,0,10296,14497,4201,48,TRUE,0,0,Moses,0,0,2,26,1,12.7,1.2,6,0,3,2,0,0,0,1.2,55,Victor,Moses,117
Cuco_Martina_163,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,323,0,0,0,0,18150,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2461,0,0,0,0,1,0,0,-4,2,6,45,TRUE,0,0,Rüdiger,1,1,110,2768,34,142.8,551.2,266,9,587,96.2,12,0,7,3.7,59,Antonio,Rüdiger,118
Theo_Walcott_164,0,7,0,0,0,3,0,0,5,10.3,0,0,164,0,0,323,0,0,0,3.3,18151,2.8,1,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,11,0,0,1,0,0,0,0,1,0,33,0,163553,1,0,0,0,1,20,1,-536,604,1140,59,TRUE,0,0,Christensen,0,0,14,360,3,6.4,74.2,2,0,81,8.3,2,0,1,0.4,50,Andreas,Christensen,119
Yannick_Bolasie_165,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,323,0,0,0,0,18152,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,5767,0,0,0,0,1,0,0,-11,1,12,58,TRUE,0,0,Zappacosta,0,0,3,35,0,0.8,3.8,21,0,4,2.5,0,0,0,0.1,50,Davide,Zappacosta,120
James_McCarthy_166,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,323,0,0,0,0,18153,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2785,0,0,0,0,1,0,0,-11,47,58,44,TRUE,0,0,Palmieri dos Santos,0,0,20,480,7,65.2,75.6,68,1,102,20.9,2,0,0,0.2,52,Emerson,Palmieri dos Santos,121
Morgan_Schneiderlin_167,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,323,0,0,0,0,18154,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,123756,0,0,0,0,1,0,0,-2292,673,2965,42,TRUE,0,0,Hazard,16,12,215,2537,30,1265,1170,1330,31,786,376.9,11,0,2,32.9,111,Eden,Hazard,122
Idrissa_Gueye_168,0,43,0,0,0,22,1,5,36,25.7,2,0,168,0,0,323,1,0,0,6.8,18155,20,2,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,0,0,1,0,0,0,0,9,0,33,0,19286,3,4,1,0,1,22,3,370,614,244,47,TRUE,0,0,Fàbregas,0,0,6,175,2,58.5,37,14,0,36,10.9,0,0,1,0.3,62,Cesc,Fàbregas,123
Tom_Davies_169,0,4,0,0,0,1,0,0,3,0.3,0,0,169,0,0,323,2,0,0,1.7,18156,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,1,0,0,1,0,0,0,0,1,0,33,0,7449,0,0,0,0,1,18,1,-11,47,58,51,TRUE,0,0,Borges Da Silva,3,7,102,1850,22,1060.4,521.6,707,6,444,229,10,0,1,4.2,71,Willian,Borges Da Silva,124
Ademola_Lookman_170,0,4,0,0,0,0,0,1,4,0.8,0,0,170,0,0,323,0,0,0,0.4,18157,1.2,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,2,2,0,1,0,0,0,0,1,0,33,0,6001,1,0,0,0,1,2,1,-130,18,148,50,TRUE,0,0,Rodríguez Ledesma,8,1,102,1533,19,416.1,468.8,634,12,397,151.7,5,0,1,4.2,63,Pedro,Rodríguez Ledesma,125
Davy_Klaassen_171,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,323,0,0,0,0,18158,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,439,0,0,0,0,1,0,0,2,2,0,60,TRUE,0,0,Kanté,3,4,105,2858,33,715.9,604,338,3,506,166,14,0,3,18.9,50,N'Golo,Kanté,126
Gylfi_Sigurdsson_172,0,24,0,1,0,9,1,1,21,55,1,0,172,0,0,323,2,0,0,13.8,18159,14.8,4,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,0,0,1,0,0,0,0,6,0,33,0,497129,1,2,2,0,1,68,3,66292,75993,9701,73,TRUE,0,0,Barkley,3,5,75,1141,13,332.9,308,399,5,283,103.7,6,0,1,1.5,51,Ross,Barkley,127
Nikola_Vlasic_173,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,323,0,0,0,0,18160,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,495,0,0,0,0,1,0,0,-1,0,1,50,TRUE,0,0,Drinkwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,46,Daniel,Drinkwater,128
